%time,field.header.seq,field.header.stamp,field.header.frame_id,field.commanded,field.measured
1531943810870026532,2093,1531943810869524138,NED,-7.06999969482,0.721475124359
1531943810909017553,2094,1531943810907656418,NED,-4.85999965668,0.721475124359
1531943810935510910,2095,1531943810934860902,NED,-4.90999984741,0.721475124359
1531943810994409101,2096,1531943810993368122,NED,-2.91999983788,2.71851015091
1531943811027690948,2097,1531943811026715216,NED,-2.95000004768,2.71851015091
1531943811089904682,2098,1531943811088529596,NED,-1.25999999046,2.71851015091
1531943811146349338,2099,1531943811145094186,NED,-1.59999990463,2.71851015091
1531943811219764465,2100,1531943811213739262,NED,-0.159999996424,2.71851015091
1531943811235969187,2101,1531943811235307115,NED,-0.34999999404,2.71851015091
1531943811299311866,2102,1531943811298583076,NED,1.25,2.71851015091
1531943811339527449,2103,1531943811338898753,NED,1.25999999046,2.71851015091
1531943811429938584,2104,1531943811428551401,NED,1.89999997616,6.68500089645
1531943811551660615,2105,1531943811550561877,NED,1.7199999094,6.68500089645
1531943811622452831,2106,1531943811620349466,NED,1.62000000477,6.68500089645
1531943811661891368,2107,1531943811660885973,NED,1.62999999523,6.68500089645
1531943811744456555,2108,1531943811743173883,NED,1.54999995232,6.68500089645
1531943811817047724,2109,1531943811813741015,NED,1.54999995232,8.54761123657
1531943811848364157,2110,1531943811847840547,NED,1.59999990463,8.54761123657
1531943811905498532,2111,1531943811901504759,NED,1.45999991894,8.54761123657
1531943811970826914,2112,1531943811970116075,NED,1.50999999046,8.54761123657
1531943812014238009,2113,1531943812013650304,NED,1.17999994755,8.54761123657
1531943812054272347,2114,1531943812052604144,NED,1.19999992847,7.99544334412
1531943812093750404,2115,1531943812090646700,NED,0.989999949932,7.99544334412
1531943812169496992,2116,1531943812168354350,NED,1.03999996185,7.99544334412
1531943812197339293,2117,1531943812196893155,NED,3.03999996185,7.99544334412
1531943812278141560,2118,1531943812277617759,NED,5.10999965668,7.99544334412
1531943812313781171,2119,1531943812313070364,NED,5.13000011444,7.99544334412
1531943812375646943,2120,1531943812373865845,NED,5.13999986649,7.99544334412
1531943812427972709,2121,1531943812415963485,NED,7.27999973297,7.02017068863
1531943812461557561,2122,1531943812460951649,NED,7.30999994278,7.02017068863
1531943812492950665,2123,1531943812492182899,NED,8.38000011444,7.02017068863
1531943812560026227,2124,1531943812556715549,NED,8.40999984741,7.02017068863
1531943812624670076,2125,1531943812615061718,NED,8.15999984741,7.02017068863
1531943812649943514,2126,1531943812649305186,NED,8.1799993515,7.02017068863
1531943812687822488,2127,1531943812686985090,NED,8.31999969482,7.02017068863
1531943812777945340,2128,1531943812776932041,NED,8.86999988556,7.02017068863
1531943812826892013,2129,1531943812825960153,NED,8.88000011444,7.09003400803
1531943812839801801,2130,1531943812839410254,NED,8.89999961853,7.09003400803
1531943812893863736,2131,1531943812892815686,NED,9.86999988556,7.09003400803
1531943812939994381,2132,1531943812939054233,NED,9.88999938965,7.09003400803
1531943813011987385,2133,1531943812996239457,NED,10.9600000381,7.09003400803
1531943813060103029,2134,1531943813059231936,NED,10.9699993134,7.09003400803
1531943813098818377,2135,1531943813098202833,NED,11.8499994278,7.09003400803
1531943813140726997,2136,1531943813140350682,NED,11.8699998856,7.09003400803
1531943813208532824,2137,1531943813205943001,NED,12.6899995804,7.09003400803
1531943813313745119,2138,1531943813312536943,NED,13.6499996185,7.09003400803
1531943813380157268,2139,1531943813374714233,NED,13.6700000763,8.323554039
1531943813419313826,2140,1531943813412760629,NED,14.5999994278,8.323554039
1531943813445878449,2141,1531943813441531176,NED,14.5999994278,8.323554039
1531943813511679437,2142,1531943813511122932,NED,15.2699995041,8.323554039
1531943813547626628,2143,1531943813547047883,NED,15.2699995041,8.323554039
1531943813593957272,2144,1531943813592556713,NED,16.0100002289,8.323554039
1531943813667667535,2145,1531943813666744955,NED,16.0200004578,8.323554039
1531943813698407337,2146,1531943813697841904,NED,16.6599998474,10.201965332
1531943813818195575,2147,1531943813813495219,NED,17.0900001526,10.201965332
1531943813868424985,2148,1531943813867952735,NED,17.1000003815,10.201965332
1531943813940907488,2149,1531943813937022769,NED,17.4899997711,10.201965332
1531943813953182628,2150,1531943813952394030,NED,17.5,10.201965332
1531943813999622454,2151,1531943813998322663,NED,17.9899997711,10.201965332
1531943814038053359,2152,1531943814037089659,NED,18.0,10.0506305695
1531943814115777110,2153,1531943814112764732,NED,18.4599990845,10.0506305695
1531943814144511561,2154,1531943814143716851,NED,18.4599990845,10.0506305695
1531943814215860961,2155,1531943814214589905,NED,18.0499992371,10.0506305695
1531943814239523829,2156,1531943814238772158,NED,18.0599994659,10.0506305695
1531943814294093633,2157,1531943814293256972,NED,17.5499992371,10.0506305695
1531943814344370180,2158,1531943814343385136,NED,17.5499992371,10.9398670197
1531943814393630835,2159,1531943814392732479,NED,17.2099990845,10.9398670197
1531943814463928728,2160,1531943814462596425,NED,17.2099990845,10.9398670197
1531943814493876796,2161,1531943814493300452,NED,17.0499992371,10.9398670197
1531943814557145434,2162,1531943814556598913,NED,17.0699996948,10.9398670197
1531943814595645138,2163,1531943814594974203,NED,16.9300003052,10.9398670197
1531943814638677585,2164,1531943814638076184,NED,16.9300003052,10.9398670197
1531943814716282745,2165,1531943814715240838,NED,16.6800003052,10.9398670197
1531943814758756350,2166,1531943814758362147,NED,16.6800003052,11.3321151733
1531943814815303889,2167,1531943814814190272,NED,16.2600002289,11.3321151733
1531943814850163000,2168,1531943814847502841,NED,16.2600002289,11.3321151733
1531943814896036754,2169,1531943814894220137,NED,15.8599996567,11.3321151733
1531943814957590150,2170,1531943814956892398,NED,15.8399991989,11.3321151733
1531943814990995070,2171,1531943814990421445,NED,15.3499994278,11.3321151733
1531943815051863932,2172,1531943815044660727,NED,15.3199996948,11.3321151733
1531943815099189573,2173,1531943815097413820,NED,14.6599998474,11.8659725189
1531943815145115552,2174,1531943815141247217,NED,14.6399993896,11.8659725189
1531943815192511112,2175,1531943815191935440,NED,13.9799995422,11.8659725189
1531943815257059192,2176,1531943815256545278,NED,13.9499998093,11.8659725189
1531943815311681381,2177,1531943815310731345,NED,13.1799993515,11.8659725189
1531943815362364196,2178,1531943815361495375,NED,13.1599998474,11.8659725189
1531943815391251286,2179,1531943815390654878,NED,12.2699995041,11.8659725189
1531943815440724644,2180,1531943815440034093,NED,12.25,11.8659725189
1531943815490209458,2181,1531943815489083808,NED,11.2100000381,11.8659725189
1531943815545039868,2182,1531943815540576949,NED,11.1700000763,16.0793743134
1531943815630592802,2183,1531943815625964669,NED,10.0199995041,16.0793743134
1531943815650328232,2184,1531943815649453684,NED,10.0,16.0793743134
1531943815696195012,2185,1531943815694340028,NED,8.69999980927,16.0793743134
1531943815751716198,2186,1531943815751217292,NED,8.63999938965,16.0793743134
1531943815838839704,2187,1531943815838003778,NED,7.2999997139,16.0793743134
1531943815892436689,2188,1531943815890813574,NED,5.84999990463,16.0793743134
1531943815969159847,2189,1531943815968727212,NED,5.7999997139,17.1423034668
1531943815997286499,2190,1531943815996640683,NED,4.17999982834,17.1423034668
1531943816044825099,2191,1531943816037049485,NED,4.15000009537,17.1423034668
1531943816097803214,2192,1531943816097300789,NED,1.92999994755,17.1423034668
1531943816149200870,2193,1531943816148771915,NED,1.90999996662,17.1423034668
1531943816200530398,2194,1531943816199671209,NED,1.23000001907,17.9902896881
1531943816242446285,2195,1531943816241289851,NED,1.22000002861,17.9902896881
1531943816342740443,2196,1531943816341656041,NED,-0.0399999991059,17.9902896881
1531943816412566634,2197,1531943816411321977,NED,-1.26999998093,17.9902896881
1531943816437132179,2198,1531943816435820868,NED,-1.26999998093,17.9902896881
1531943816495701136,2199,1531943816495083928,NED,-2.6099998951,17.9902896881
1531943816549804613,2200,1531943816547868350,NED,-2.6099998951,17.9902896881
1531943816598260898,2201,1531943816597723241,NED,-3.86999988556,14.9462976456
1531943816642186519,2202,1531943816637697328,NED,-3.8599998951,14.9462976456
1531943816692410717,2203,1531943816691507113,NED,-4.98000001907,14.9462976456
1531943816750404994,2204,1531943816749499949,NED,-4.96999979019,14.9462976456
1531943816774951948,2205,1531943816772914789,NED,-6.19000005722,14.9462976456
1531943816812221781,2206,1531943816811416575,NED,-6.19000005722,14.9462976456
1531943816857352636,2207,1531943816856590501,NED,-6.19000005722,14.9462976456
1531943816896360047,2208,1531943816895677048,NED,-7.52999973297,14.9462976456
1531943816984214810,2209,1531943816982883211,NED,-8.71000003815,10.1779193878
1531943817013081326,2210,1531943817012120827,NED,-8.71000003815,10.1779193878
1531943817048327058,2211,1531943817047497085,NED,-8.71000003815,10.1779193878
1531943817089833224,2212,1531943817089380077,NED,-9.71999931335,10.1779193878
1531943817148006987,2213,1531943817147045239,NED,-9.71000003815,10.1779193878
1531943817211752520,2214,1531943817211122608,NED,-10.5599994659,10.1779193878
1531943817250633982,2215,1531943817249862632,NED,-10.5599994659,10.1779193878
