%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1531943811012728163,555,1531943811009802312,,3.45993999875,7.07451048153,0.0,0.0,0.0,0.0
1531943811510976270,556,1531943811510416213,,3.24497417328,6.90117376447,0.0,0.0,0.0,0.0
1531943811915157193,557,1531943811912879590,,3.12333040589,6.80696993402,0.0,0.0,0.0,0.0
1531943812320500285,558,1531943812319600520,,3.00367320218,6.71031752985,0.0,0.0,0.0,0.0
1531943812899738509,559,1531943812898891640,,2.77401324896,6.48978904248,0.0,0.0,0.0,0.0
1531943813466608617,560,1531943813463954347,,2.57374355163,6.23922401413,0.0,0.0,0.0,0.0
1531943813848181306,561,1531943813846420688,,2.47450405204,6.07317982136,0.0,0.0,0.0,0.0
1531943814228780349,562,1531943814226998548,,2.36771093807,5.82213018874,0.0,0.0,0.0,0.0
1531943814779171100,563,1531943814778837248,,2.28408706091,5.50577016796,0.0,0.0,0.0,0.0
1531943815204522064,564,1531943815203839449,,2.27051341575,5.36517240439,0.0,0.0,0.0,0.0
1531943815709584379,565,1531943815709233951,,2.27629119989,5.2676740069,0.0,0.0,0.0,0.0
1531943816109061376,566,1531943816108717573,,2.28680425407,5.20144072523,0.0,0.0,0.0,0.0
1531943816575879580,567,1531943816575462594,,2.29563805968,5.13785744974,0.0,0.0,0.0,0.0
1531943817108777177,568,1531943817108373022,,2.31430402109,5.07862525186,0.0,0.0,0.0,0.0
1531943817633828292,569,1531943817632121881,,2.33539982241,5.00760864253,0.0,0.0,0.0,0.0
1531943818131103696,570,1531943818124896286,,2.35565585272,4.93844284659,0.0,0.0,0.0,0.0
1531943818674698623,571,1531943818673809706,,2.37320736067,4.87218626328,0.0,0.0,0.0,0.0
1531943819116135766,572,1531943819115638268,,2.38285754725,4.8363783142,0.0,0.0,0.0,0.0
1531943819591428812,573,1531943819589793440,,2.38907452919,4.8108726025,0.0,0.0,0.0,0.0
1531943820121935825,574,1531943820121661525,,2.39285637241,4.79698052861,0.0,0.0,0.0,0.0
1531943820569195445,575,1531943820568786234,,2.39573182474,4.78588199687,0.0,0.0,0.0,0.0
1531943821063215952,576,1531943821062065727,,2.39905153036,4.77411719234,0.0,0.0,0.0,0.0
1531943821561966076,577,1531943821561605185,,2.40265597305,4.75807628964,0.0,0.0,0.0,0.0
1531943822137914792,578,1531943822137574604,,2.40845003711,4.71477281847,0.0,0.0,0.0,0.0
1531943822445247058,579,1531943822441737950,,2.41053057377,4.68004841313,0.0,0.0,0.0,0.0
1531943822985441638,580,1531943822984974284,,2.40895261456,4.60836571695,0.0,0.0,0.0,0.0
1531943823418116418,581,1531943823417714279,,2.39225085949,4.52787239198,0.0,0.0,0.0,0.0
1531943823911583689,582,1531943823911249613,,2.35491382021,4.43184156993,0.0,0.0,0.0,0.0
1531943824517219850,583,1531943824516628625,,2.28354945492,4.31801963995,0.0,0.0,0.0,0.0
1531943824990793651,584,1531943824990308409,,2.20510662964,4.23396567446,0.0,0.0,0.0,0.0
1531943825409044438,585,1531943825408645211,,2.1380045521,4.18182758816,0.0,0.0,0.0,0.0
1531943825788425531,586,1531943825787588805,,2.08556768026,4.15153408011,0.0,0.0,0.0,0.0
1531943826233937042,587,1531943826233506264,,2.03813460308,4.13223038284,0.0,0.0,0.0,0.0
1531943826512137540,588,1531943826504337572,,1.99197404304,4.11712606524,0.0,0.0,0.0,0.0
1531943827110745791,589,1531943827109964649,,1.88941323424,4.08682454869,0.0,0.0,0.0,0.0
1531943827618726822,590,1531943827617423766,,1.78332509445,4.05498003035,0.0,0.0,0.0,0.0
1531943828254405962,591,1531943828253754162,,1.64411744468,4.00886051525,0.0,0.0,0.0,0.0
1531943828634133543,592,1531943828632324029,,1.55141237587,3.97435874904,0.0,0.0,0.0,0.0
1531943829018602410,593,1531943829018120464,,1.44611925765,3.93007998987,0.0,0.0,0.0,0.0
1531943829568248809,594,1531943829566453247,,1.30162702767,3.86489673305,0.0,0.0,0.0,0.0
1531943830117538159,595,1531943830116883287,,1.20050080691,3.81912079409,0.0,0.0,0.0,0.0
1531943830675291545,596,1531943830674754496,,1.09817316072,3.77550580752,0.0,0.0,0.0,0.0
1531943831063199015,597,1531943831062896298,,1.03779566338,3.7521021438,0.0,0.0,0.0,0.0
1531943831653628973,598,1531943831652951125,,0.932846356933,3.71743378821,0.0,0.0,0.0,0.0
1531943831959431215,599,1531943831956973965,,0.880842827069,3.70227952398,0.0,0.0,0.0,0.0
1531943832371880609,600,1531943832371613348,,0.81197512795,3.68206634104,0.0,0.0,0.0,0.0
1531943832946616086,601,1531943832945532324,,0.723043135771,3.6563678821,0.0,0.0,0.0,0.0
1531943833290134138,602,1531943833288854218,,0.678974142332,3.64422970929,0.0,0.0,0.0,0.0
1531943833718120281,603,1531943833717765661,,0.630003957489,3.6307979655,0.0,0.0,0.0,0.0
1531943834198280513,604,1531943834197921605,,0.580080768611,3.61715492314,0.0,0.0,0.0,0.0
1531943834739993954,605,1531943834739517896,,0.533987460635,3.60386355768,0.0,0.0,0.0,0.0
1531943835080502389,606,1531943835079519841,,0.492587784135,3.59218083211,0.0,0.0,0.0,0.0
