%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1531943810933587063,1286,1531943810933254299,map,19.0866183839,-1.98924575298,0.0,0.0,0.0,0.0
1531943811143678844,1287,1531943811143058500,map,19.3153609971,-0.752149951671,0.0,0.0,0.0,0.0
1531943811338236330,1288,1531943811337205271,map,19.1467844152,-0.350922436235,0.0,0.0,0.0,0.0
1531943811549229158,1289,1531943811548014901,map,18.8737016613,-0.487632649174,0.0,0.0,0.0,0.0
1531943811742729793,1290,1531943811741930763,map,18.3552743072,-0.416539444396,0.0,0.0,0.0,0.0
1531943811969410004,1291,1531943811968449121,map,17.8698911298,-0.06237794079,0.0,0.0,0.0,0.0
1531943812166616516,1292,1531943812166114795,map,17.5449795128,0.726150049653,0.0,0.0,0.0,0.0
1531943812372778211,1293,1531943812372240394,map,17.3775601279,1.69469879331,0.0,0.0,0.0,0.0
1531943812555485389,1294,1531943812554350491,map,17.3391308072,2.51096452632,0.0,0.0,0.0,0.0
1531943812733337076,1295,1531943812732904026,map,16.9698378928,3.56373426241,0.0,0.0,0.0,0.0
1531943812938673342,1296,1531943812937755753,map,16.5334424864,5.09266919683,0.0,0.0,0.0,0.0
1531943813140514904,1297,1531943813138976523,map,16.1680533306,6.90293064561,0.0,0.0,0.0,0.0
1531943813374136320,1298,1531943813373047982,map,15.244762591,9.18897238774,0.0,0.0,0.0,0.0
1531943813546299925,1299,1531943813545922426,map,13.8618499873,11.5451598053,0.0,0.0,0.0,0.0
1531943813812202595,1300,1531943813810908371,map,12.1781770357,13.5252358237,0.0,0.0,0.0,0.0
1531943813938696956,1301,1531943813934880653,map,10.2675862843,15.256761514,0.0,0.0,0.0,0.0
1531943814139874308,1302,1531943814139022351,map,8.18142719986,16.8041765336,0.0,0.0,0.0,0.0
1531943814342578330,1303,1531943814341689318,map,5.72542283804,17.8754701568,0.0,0.0,0.0,0.0
1531943814540680235,1304,1531943814537613426,map,2.99280955612,18.5602556814,0.0,0.0,0.0,0.0
