%time,field.x,field.y,field.z
1531943810820851320,-1.02080237865,-0.0258849244565,-0.277093692622
1531943810840897272,-1.02080237865,-0.0258849244565,-0.277093692622
1531943810861287443,-1.02080237865,-0.0258849244565,-0.277093692622
1531943810880750906,-1.02080237865,-0.0258849244565,-0.277093692622
1531943810901679567,-0.889965951443,-0.0125921163708,0.0200705091145
1531943810920832666,-0.889965951443,-0.0125921163708,0.0200705091145
1531943810940591421,-0.889965951443,-0.0125921163708,0.0200705091145
1531943810961108471,-0.889965951443,-0.0125921163708,0.0200705091145
1531943810980779707,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811001320884,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811020697693,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811040527808,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811061169081,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811081070747,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811100691201,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811124224340,-0.889965951443,-0.0125921163708,0.0200705091145
1531943811142520587,-0.392060816288,-0.0474469512701,0.129126743474
1531943811166189757,-0.392060816288,-0.0474469512701,0.129126743474
1531943811189099705,-0.392060816288,-0.0474469512701,0.129126743474
1531943811211984565,-0.392060816288,-0.0474469512701,0.129126743474
1531943811227816939,-0.392060816288,-0.0474469512701,0.129126743474
1531943811244930032,-0.392060816288,-0.0474469512701,0.129126743474
1531943811266073186,-0.392060816288,-0.0474469512701,0.129126743474
1531943811290612393,-0.392060816288,-0.0474469512701,0.129126743474
1531943811306082948,-0.392060816288,-0.0474469512701,0.129126743474
1531943811328821250,-0.392060816288,-0.0474469512701,0.129126743474
1531943811345692107,-0.392060816288,-0.0474469512701,0.129126743474
1531943811366793501,-0.392060816288,-0.0474469512701,0.129126743474
1531943811386908413,-0.392060816288,-0.0474469512701,0.129126743474
1531943811410980682,-0.392060816288,-0.0474469512701,0.129126743474
1531943811424940343,-0.392060816288,-0.0474469512701,0.129126743474
1531943811446215080,-0.392060816288,-0.0474469512701,0.129126743474
1531943811466701219,-0.392060816288,-0.0474469512701,0.129126743474
1531943811485242710,-0.392060816288,-0.0474469512701,0.129126743474
1531943811508166737,-0.392060816288,-0.0474469512701,0.129126743474
1531943811524788669,-0.392060816288,-0.0474469512701,0.129126743474
1531943811546143149,-0.392060816288,-0.0474469512701,0.129126743474
1531943811569284422,-0.392060816288,-0.0474469512701,0.129126743474
1531943811586143663,-0.392060816288,-0.0474469512701,0.129126743474
1531943811610263003,-0.392060816288,-0.0474469512701,0.129126743474
1531943811629404135,-0.392060816288,-0.0474469512701,0.129126743474
1531943811643821423,-0.392060816288,-0.0474469512701,0.129126743474
1531943811669654821,0.22009447217,-0.116675280035,0.207062319913
1531943811693868784,0.22009447217,-0.116675280035,0.207062319913
1531943811711977833,0.22009447217,-0.116675280035,0.207062319913
1531943811724121742,0.22009447217,-0.116675280035,0.207062319913
1531943811745829241,0.22009447217,-0.116675280035,0.207062319913
1531943811764621993,0.22009447217,-0.116675280035,0.207062319913
1531943811786400915,0.22009447217,-0.116675280035,0.207062319913
1531943811809686250,0.22009447217,-0.116675280035,0.207062319913
1531943811834648012,0.22009447217,-0.116675280035,0.207062319913
1531943811844266033,0.22009447217,-0.116675280035,0.207062319913
1531943811865988764,0.22009447217,-0.116675280035,0.207062319913
1531943811885152263,0.22009447217,-0.116675280035,0.207062319913
1531943811908413791,0.22009447217,-0.116675280035,0.207062319913
1531943811924412306,-0.198684036732,-0.149183958769,0.238206700483
1531943811944577393,-0.198684036732,-0.149183958769,0.238206700483
1531943811969707185,-0.198684036732,-0.149183958769,0.238206700483
1531943811986388316,-0.198684036732,-0.149183958769,0.238206700483
1531943812006359101,-0.198684036732,-0.149183958769,0.238206700483
1531943812025925732,-0.198684036732,-0.149183958769,0.238206700483
1531943812044873171,-0.198684036732,-0.149183958769,0.238206700483
1531943812064685302,-0.198684036732,-0.149183958769,0.238206700483
